month,targeted_accounts,total_calls,answered_calls,accounts_called,contacted_accounts,ptp_count,ptp_accounts,ptp_kept_accounts,recovered_amount,recovered_amount_cr,recovered_accounts,contact_rate,call_answer_rate,rpc_rate,recovery_rate,recovery_per_account,ptp_rate_targeted,ptp_rate_called,ptp_kept_rate,agent_hours,recovery_per_agent_hour,cost_per_rupee_recovered
2026-08,1566,3242,632,3081,621,685,678,0,37244388.55,3.724438855,478,0.39655172413793105,0.19494139420111042,0.21486530347289842,0.3052362707535121,23783.134450830137,0.4329501915708812,0.22005842259006816,0.0,2683.8597222222224,13877.174071960002,0.018015195219403212
